Date,PM2.5,PM10,NO2,CO,Ozone,City,AQI_PM2.5,AQI_PM10,AQI_NO2,AQI_CO,AQI_Ozone,AQI
2024-01-02,104.79,146.3,44.64,1.35,53.47,Indore,248.07620689655175,131.09865771812082,55.57333333333334,64.61111111111111,53.47,248.07620689655175
2024-01-04,114.69,161.47,39.49,1.54,38.37,Indore,281.87275862068964,141.17805369127518,49.362500000000004,74.95555555555555,38.37,281.87275862068964
2024-01-06,88.81,122.08,48.94,1.53,43.09,Indore,195.93758620689655,115.00617449664429,60.97589743589744,74.41111111111111,43.09,195.93758620689655
2024-01-07,66.61,93.93,46.25,1.25,30.89,Indore,120.15137931034482,93.93,57.59615384615385,59.166666666666664,30.89,120.15137931034482
2024-01-08,94.56,141.99,51.93,1.64,49.13,Indore,213.15310344827586,128.23496644295304,64.7325641025641,80.39999999999999,49.13,213.15310344827586
2024-01-09,98.26,145.03,44.38,1.49,54.86,Indore,225.7841379310345,130.2548322147651,55.24666666666667,72.23333333333333,54.86,225.7841379310345
2024-01-10,110.27,166.04,41.42,1.37,43.8,Indore,266.78379310344826,144.2144966442953,51.52769230769231,65.7,43.8,266.78379310344826
2024-01-11,64.47,94.08,46.98,1.33,38.59,Indore,112.84586206896552,94.08,58.51333333333333,63.522222222222226,38.59,112.84586206896552
2024-01-13,70.92,125.66,59.12,1.77,52.17,Indore,134.8648275862069,117.3848322147651,73.76615384615384,87.47777777777777,52.17,134.8648275862069
2024-01-15,71.24,120.85,62.83,1.45,46.03,Indore,135.95724137931032,114.18892617449664,78.4274358974359,70.05555555555554,46.03,135.95724137931032
2024-01-16,84.83,155.67,75.47,2.18,48.09,Indore,182.3506896551724,137.32436241610736,94.30846153846153,102.00253164556962,48.09,182.3506896551724
2024-01-20,79.8,130.64,55.02,1.34,49.72,Indore,165.17931034482757,120.69369127516778,68.6148717948718,64.06666666666666,49.72,165.17931034482757
2024-01-21,107.27,185.23,70.89,1.38,49.52,Indore,256.54241379310344,156.96489932885905,88.55410256410256,66.24444444444444,49.52,256.54241379310344
2024-01-22,110.28,173.49,65.01,1.25,59.28,Indore,266.81793103448274,149.1644966442953,81.16641025641026,59.166666666666664,59.28,266.81793103448274
2024-01-23,70.94,133.44,69.7,1.31,53.39,Indore,134.93310344827586,122.55409395973155,87.05897435897435,62.43333333333333,53.39,134.93310344827586
2024-01-24,107.44,200.75,93.06,2.56,37.89,Indore,257.12275862068964,167.2768456375839,113.06,106.76455696202531,37.89,257.12275862068964
2024-01-25,96.73,185.06,89.44,2.69,38.26,Indore,220.56103448275863,156.85194630872485,109.44,108.39367088607595,38.26,220.56103448275863
2024-01-26,94.5,176.49,93.68,2.83,48.86,Indore,212.94827586206895,151.15778523489934,113.68,110.14810126582279,48.86,212.94827586206895
2024-01-27,82.83,153.04,88.5,2.29,47.97,Indore,175.52310344827586,135.57691275167787,108.5,103.38101265822785,47.97,175.52310344827586
2024-01-28,107.27,198.54,96.7,2.24,49.46,Indore,256.54241379310344,165.80845637583894,116.7,102.75443037974684,49.46,256.54241379310344
2024-01-31,91.16,176.09,100.78,2.71,37.69,Indore,201.54620689655172,150.8920134228188,120.78,108.64430379746835,37.69,201.54620689655172
2024-02-01,109.52,206.9,90.53,3.43,28.89,Indore,264.22344827586204,171.36308724832216,110.53,117.66708860759493,28.89,264.22344827586204
2024-02-02,96.77,185.22,79.52,3.57,32.46,Indore,220.69758620689655,156.95825503355707,99.39692307692307,119.42151898734177,32.46,220.69758620689655
2024-02-04,68.86,145.17,84.23,1.66,36.48,Indore,127.83241379310344,130.34785234899329,104.23,81.48888888888888,36.48,130.34785234899329
2024-02-05,67.25,157.03,76.74,1.49,37.76,Indore,122.33620689655172,138.2279865771812,95.90410256410256,72.23333333333333,37.76,138.2279865771812
2024-02-06,39.32,112.89,52.24,1.18,39.77,Indore,65.05793103448276,108.90006711409396,65.12205128205129,55.35555555555555,39.77,108.90006711409396
2024-02-07,55.58,117.57,48.1,1.34,46.75,Indore,92.53172413793104,112.00959731543624,59.920512820512826,64.06666666666666,46.75,112.00959731543624
2024-02-08,53.29,115.72,66.46,1.3,56.38,Indore,88.66241379310344,110.78040268456375,82.98820512820512,61.888888888888886,56.38,110.78040268456375
2024-02-09,31.25,82.4,62.05,1.17,64.82,Indore,51.422413793103445,82.4,77.4474358974359,54.8111111111111,64.82,82.4
2024-02-10,39.66,86.78,58.75,1.31,67.92,Indore,65.63241379310344,86.78,73.30128205128204,62.43333333333333,67.92,86.78
2024-02-12,77.28,136.15,59.92,1.41,72.15,Indore,156.57655172413794,124.35469798657718,74.77128205128206,67.87777777777777,72.15,156.57655172413794
2024-02-13,102.24,167.65,61.42,1.59,62.03,Indore,239.3710344827586,145.28422818791947,76.65589743589743,77.67777777777778,62.03,239.3710344827586
2024-02-14,103.14,157.84,55.99,1.49,69.22,Indore,242.44344827586207,138.76617449664428,69.83358974358974,72.23333333333333,69.22,242.44344827586207
2024-02-15,81.5,129.39,54.29,1.2,74.73,Indore,170.98275862068965,119.8631543624161,67.69769230769231,56.444444444444436,74.73,170.98275862068965
2024-02-16,70.96,118.4,55.27,1.48,67.69,Indore,135.00137931034482,112.56107382550336,68.92897435897436,71.68888888888888,67.69,135.00137931034482
2024-02-17,70.29,126.6,64.6,1.68,57.56,Indore,132.71413793103451,118.00939597315435,80.65128205128204,82.57777777777777,57.56,132.71413793103451
2024-02-18,91.06,191.42,90.73,2.8,44.5,Indore,201.2048275862069,161.07771812080537,110.73,109.77215189873418,44.5,201.2048275862069
2024-02-20,37.56,111.4,63.97,1.33,46.6,Indore,62.08413793103449,107.91006711409396,79.85974358974359,63.522222222222226,46.6,107.91006711409396
2024-02-21,44.94,109.92,54.04,1.21,47.31,Indore,74.55379310344827,106.92671140939598,67.38358974358974,56.98888888888888,47.31,106.92671140939598
2024-02-22,39.82,128.97,51.02,1.22,49.79,Indore,65.90275862068965,119.58409395973155,63.589230769230774,57.53333333333333,49.79,119.58409395973155
2024-02-23,54.03,154.24,67.72,1.48,49.93,Indore,89.91275862068966,136.37422818791947,84.57128205128205,71.68888888888888,49.93,136.37422818791947
2024-02-24,46.58,135.42,71.07,1.42,58.15,Indore,77.3248275862069,123.86966442953019,88.7802564102564,68.42222222222222,58.15,123.86966442953019
2024-02-25,41.82,114.58,61.59,1.18,67.09,Indore,69.28206896551724,110.02295302013422,76.86948717948718,55.35555555555555,67.09,110.02295302013422
2024-02-26,44.16,110.95,54.67,1.36,71.01,Indore,73.23586206896552,107.61107382550335,68.1751282051282,65.15555555555555,71.01,107.61107382550335
2024-02-27,51.41,102.62,50.44,1.25,61.58,Indore,85.4858620689655,102.07637583892618,62.86051282051282,59.166666666666664,61.58,102.07637583892618
2024-02-28,53.72,110.18,60.64,1.31,64.99,Indore,89.38896551724139,107.09946308724832,75.67589743589744,62.43333333333333,64.99,107.09946308724832
2024-03-03,29.05,83.78,45.83,0.74,53.24,Indore,48.41666666666667,83.78,57.068461538461534,37.0,53.24,83.78
2024-03-04,37.01,96.62,71.1,0.94,67.62,Indore,61.15482758620689,96.62,88.81794871794871,47.0,67.62,96.62
2024-03-05,28.86,94.44,66.25,1.11,76.74,Indore,48.1,94.44,82.72435897435898,51.544444444444444,76.74,94.44
2024-03-06,36.83,106.65,65.91,1.33,71.92,Indore,60.85068965517241,104.75402684563758,82.29717948717948,63.522222222222226,71.92,104.75402684563758
2024-03-07,41.55,117.6,75.26,1.3,58.88,Indore,68.8258620689655,112.02953020134228,94.04461538461538,61.888888888888886,58.88,112.02953020134228
2024-03-08,35.53,105.92,74.42,1.25,49.44,Indore,58.654137931034484,104.26899328859061,92.98923076923077,59.166666666666664,49.44,104.26899328859061
2024-03-09,41.23,118.41,75.62,1.6,55.85,Indore,68.2851724137931,112.56771812080537,94.49692307692308,78.22222222222223,55.85,112.56771812080537
2024-03-10,38.53,110.57,67.91,1.11,67.74,Indore,63.723103448275864,107.35859060402684,84.81,51.544444444444444,67.74,107.35859060402684
2024-03-11,43.04,116.93,69.29,1.36,61.83,Indore,71.34344827586207,111.58436241610738,86.54384615384616,65.15555555555555,61.83,111.58436241610738
2024-03-12,28.31,95.62,64.0,1.22,49.59,Indore,47.18333333333333,95.62,79.8974358974359,57.53333333333333,49.59,95.62
2024-03-13,29.01,113.98,64.18,1.19,48.6,Indore,48.35,109.62429530201342,80.12358974358975,55.89999999999999,48.6,109.62429530201342
2024-03-14,41.12,141.29,72.87,1.6,52.17,Indore,68.09931034482759,127.76986577181208,91.04179487179488,78.22222222222223,52.17,127.76986577181208
2024-03-15,47.66,148.73,74.29,1.92,58.05,Indore,79.14965517241379,132.71322147651006,92.82589743589745,95.64444444444445,58.05,132.71322147651006
2024-03-16,45.26,141.98,68.14,1.2,69.81,Indore,75.09448275862069,128.228322147651,85.09897435897436,56.444444444444436,69.81,128.228322147651
2024-03-18,41.67,128.24,67.67,1.3,74.62,Indore,69.02862068965518,119.09906040268457,84.50846153846155,61.888888888888886,74.62,119.09906040268457
2024-03-19,46.01,132.75,81.19,1.51,63.87,Indore,76.36172413793103,122.09563758389262,101.19,73.32222222222222,63.87,122.09563758389262
2024-03-20,80.6,198.66,100.88,3.27,37.7,Indore,167.9103448275862,165.8881879194631,120.88,115.6620253164557,37.7,167.9103448275862
2024-03-21,53.61,141.67,89.25,2.3,58.7,Indore,89.20310344827587,128.02234899328857,109.25,103.50632911392405,58.7,128.02234899328857
2024-03-22,74.82,166.61,89.25,2.39,58.17,Indore,148.17862068965513,144.59322147651008,109.25,104.63417721518988,58.17,148.17862068965513
2024-03-23,49.2,124.35,75.59,1.41,54.62,Indore,81.75172413793103,116.51442953020134,94.45923076923077,67.87777777777777,54.62,116.51442953020134
2024-03-24,51.03,124.26,70.41,1.25,56.47,Indore,84.84379310344828,116.45463087248322,87.95102564102564,59.166666666666664,56.47,116.45463087248322
2024-03-25,71.16,137.78,77.73,1.44,52.67,Indore,135.68413793103446,125.43771812080537,97.14794871794872,69.5111111111111,52.67,135.68413793103446
2024-03-27,63.51,142.91,75.73,2.12,65.72,Indore,109.56862068965516,128.84624161073825,94.63512820512821,101.2506329113924,65.72,128.84624161073825
2024-03-28,57.53,127.72,66.36,1.76,63.36,Indore,95.82655172413794,118.75355704697986,82.86256410256411,86.93333333333334,63.36,118.75355704697986
2024-03-29,59.73,137.12,56.95,1.46,54.37,Indore,99.54379310344828,124.9991946308725,71.0397435897436,70.6,54.37,124.9991946308725
2024-03-30,74.69,162.56,55.43,1.36,71.42,Indore,147.7348275862069,141.90228187919462,69.13,65.15555555555555,71.42,147.7348275862069
2024-04-01,58.66,163.97,63.92,1.28,52.63,Indore,97.7358620689655,142.83912751677852,79.79692307692308,60.8,52.63,142.83912751677852
2024-04-02,68.93,196.78,73.88,1.59,55.86,Indore,128.07137931034484,164.63906040268458,92.31076923076922,77.67777777777778,55.86,164.63906040268458
2024-04-03,74.48,188.24,68.6,1.59,62.15,Indore,147.01793103448279,158.96483221476512,85.67692307692306,77.67777777777778,62.15,158.96483221476512
2024-04-04,61.7,138.41,57.52,1.23,64.03,Indore,103.3896551724138,125.85630872483222,71.75589743589744,58.077777777777776,64.03,125.85630872483222
2024-04-05,55.23,136.04,53.58,1.0,53.17,Indore,91.9403448275862,124.28161073825503,66.80564102564102,50.0,53.17,124.28161073825503
2024-04-07,82.96,182.95,73.68,1.7,67.98,Indore,175.96689655172412,155.45,92.05948717948718,83.66666666666666,67.98,175.96689655172412
2024-04-08,77.25,186.86,73.75,1.85,61.41,Indore,156.47413793103448,158.04791946308725,92.1474358974359,91.83333333333334,61.41,158.04791946308725
2024-04-09,59.76,127.9,38.04,1.15,88.09,Indore,99.59448275862069,118.87315436241612,47.55,53.722222222222214,88.09,118.87315436241612
2024-04-10,40.21,83.89,37.79,0.77,77.73,Indore,66.56172413793104,83.89,47.2375,38.5,77.73,83.89
2024-04-11,35.97,75.55,33.77,0.85,84.05,Indore,59.39758620689655,75.55,42.212500000000006,42.5,84.05,84.05
2024-04-13,41.21,96.83,44.59,3.45,76.86,Indore,68.25137931034483,96.83,55.51051282051282,117.91772151898735,76.86,117.91772151898735
2024-04-14,44.59,106.43,52.37,3.63,64.72,Indore,73.96241379310345,104.60785234899329,65.28538461538461,120.17341772151899,64.72,120.17341772151899
2024-04-15,51.33,122.91,53.36,1.42,58.14,Indore,85.3506896551724,115.55765100671141,66.52923076923076,68.42222222222222,58.14,115.55765100671141
2024-04-16,59.02,130.43,64.6,3.59,43.13,Indore,98.34413793103448,120.55416107382551,80.65128205128204,119.67215189873417,43.13,120.55416107382551
2024-04-17,51.14,125.04,66.26,2.52,48.0,Indore,85.0296551724138,116.97288590604028,82.73692307692309,106.26329113924051,48.0,116.97288590604028
2024-04-20,32.3,121.15,49.63,1.75,51.17,Indore,53.196551724137926,114.38825503355704,61.842820512820516,86.38888888888889,51.17,114.38825503355704
2024-04-21,27.54,88.21,48.77,0.8,52.31,Indore,45.9,88.21,60.762307692307694,40.0,52.31,88.21
2024-04-23,35.29,103.4,58.06,1.12,55.0,Indore,58.24862068965517,102.59463087248322,72.43435897435897,52.08888888888889,55.0,102.59463087248322
2024-04-25,44.73,117.14,70.99,1.42,48.65,Indore,74.19896551724138,111.72389261744966,88.67974358974358,68.42222222222222,48.65,111.72389261744966
2024-04-26,45.66,114.27,69.96,1.43,46.97,Indore,75.7703448275862,109.81697986577181,87.38564102564101,68.96666666666667,46.97,109.81697986577181
2024-04-29,36.14,119.64,54.07,1.12,60.02,Indore,59.6848275862069,113.38496644295302,67.42128205128205,52.08888888888889,60.02,113.38496644295302
2024-04-30,24.48,146.47,48.69,0.82,64.75,Indore,40.800000000000004,131.21161073825505,60.66179487179487,41.0,64.75,131.21161073825505
2024-05-02,48.34,174.7,77.37,1.98,67.65,Indore,80.29862068965518,149.9684563758389,96.69564102564104,98.91111111111111,67.65,149.9684563758389
2024-05-03,54.11,175.24,78.13,2.26,71.41,Indore,90.04793103448276,150.32724832214765,97.65051282051282,103.00506329113924,71.41,150.32724832214765
2024-05-04,33.99,134.91,55.85,1.17,63.05,Indore,56.05206896551724,123.53080536912752,69.65769230769232,54.8111111111111,63.05,123.53080536912752
2024-05-05,17.42,92.49,42.28,0.62,49.09,Indore,29.03333333333334,92.49,52.60820512820513,31.0,49.09,92.49
2024-05-06,23.51,89.33,49.92,0.8,45.55,Indore,39.18333333333334,89.33,62.20717948717949,40.0,45.55,89.33
2024-05-08,29.92,116.01,51.61,0.86,64.25,Indore,49.866666666666674,110.97308724832214,64.33051282051282,43.0,64.25,110.97308724832214
2024-05-09,33.51,123.67,56.83,1.37,57.81,Indore,55.241034482758614,116.06261744966443,70.88897435897435,65.7,57.81,116.06261744966443
2024-05-10,29.54,120.71,42.59,1.19,69.52,Indore,49.233333333333334,114.09590604026846,52.99769230769231,55.89999999999999,69.52,114.09590604026846
2024-05-11,29.48,91.05,51.17,1.55,75.57,Indore,49.13333333333333,91.05,63.777692307692305,75.5,75.57,91.05
2024-05-12,28.83,87.79,52.15,1.66,75.44,Indore,48.05,87.79,65.00897435897436,81.48888888888888,75.44,87.79
2024-05-13,24.36,63.39,43.96,2.15,78.23,Indore,40.6,63.39,54.71897435897436,101.62658227848101,78.23,101.62658227848101
2024-05-14,14.26,49.26,45.84,2.1,77.94,Indore,23.766666666666666,49.26,57.08102564102565,101.0,77.94,101.0
2024-05-15,27.74,72.47,54.13,1.0,78.43,Indore,46.233333333333334,72.47,67.49666666666667,50.0,78.43,78.43
2024-05-17,42.55,103.55,50.64,3.12,89.05,Indore,70.51551724137931,102.69429530201342,63.11179487179487,113.78227848101265,89.05,113.78227848101265
2024-05-18,36.81,102.24,58.45,1.88,83.66,Indore,60.81689655172414,101.82389261744966,72.92435897435898,93.46666666666667,83.66,101.82389261744966
2024-05-19,31.5,94.86,54.06,1.26,86.34,Indore,51.8448275862069,94.86,67.40871794871795,59.71111111111111,86.34,94.86
2024-05-20,41.43,144.07,65.33,1.84,69.03,Indore,68.62310344827586,129.6169798657718,81.56846153846153,91.28888888888889,69.03,129.6169798657718
2024-05-21,40.67,119.23,61.25,1.62,76.35,Indore,67.33896551724138,113.11255033557048,76.4423076923077,79.31111111111112,76.35,113.11255033557048
2024-05-22,47.04,134.49,62.78,2.22,62.45,Indore,78.10206896551725,123.25174496644296,78.36461538461539,102.50379746835443,62.45,123.25174496644296
2024-05-24,44.17,125.27,49.88,1.82,69.0,Indore,73.25275862068966,117.12570469798658,62.15692307692308,90.2,69.0,117.12570469798658
2024-05-26,41.06,126.04,43.45,1.36,58.65,Indore,67.99793103448276,117.63731543624161,54.078205128205134,65.15555555555555,58.65,117.63731543624161
2024-05-29,28.57,109.38,34.48,0.95,41.94,Indore,47.61666666666667,106.56791946308725,43.099999999999994,47.5,41.94,106.56791946308725
2024-05-30,33.11,125.59,38.54,0.92,41.19,Indore,54.5651724137931,117.33832214765101,48.175,46.0,41.19,117.33832214765101
2024-06-03,26.4,93.77,42.6,1.17,48.59,Indore,44.0,93.77,53.01025641025641,54.8111111111111,48.59,93.77
2024-06-05,23.61,79.46,38.94,0.92,55.75,Indore,39.35,79.46,48.675,46.0,55.75,79.46
2024-06-08,38.86,120.71,64.73,1.91,42.67,Indore,64.28068965517241,114.09590604026846,80.8146153846154,95.1,42.67,114.09590604026846
2024-06-09,35.44,107.53,52.32,1.11,56.69,Indore,58.50206896551724,105.33872483221477,65.2225641025641,51.544444444444444,56.69,105.33872483221477
2024-06-10,33.34,87.92,43.71,1.17,53.96,Indore,54.953793103448284,87.92,54.404871794871795,54.8111111111111,53.96,87.92
2024-06-12,26.32,72.92,36.25,0.89,54.06,Indore,43.86666666666667,72.92,45.3125,44.5,54.06,72.92
2024-06-13,25.11,70.29,39.57,0.88,48.22,Indore,41.85,70.29,49.4625,44.0,48.22,70.29
2024-06-14,22.64,75.19,38.4,1.1,40.33,Indore,37.733333333333334,75.19,48.0,51.0,40.33,75.19
2024-06-15,22.65,64.36,43.73,1.11,29.44,Indore,37.75,64.36,54.42999999999999,51.544444444444444,29.44,64.36
2024-06-16,22.6,69.64,38.32,0.89,32.2,Indore,37.66666666666667,69.64,47.9,44.5,32.2,69.64
2024-06-18,20.56,64.79,29.19,1.59,41.93,Indore,34.266666666666666,64.79,36.487500000000004,77.67777777777778,41.93,77.67777777777778
2024-06-19,15.54,55.6,29.32,1.48,39.04,Indore,25.9,55.6,36.65,71.68888888888888,39.04,71.68888888888888
2024-06-20,16.73,59.83,30.8,2.16,39.56,Indore,27.883333333333336,59.83,38.5,101.75189873417722,39.56,101.75189873417722
2024-06-21,20.97,68.27,41.25,2.5,26.86,Indore,34.95,68.27,51.31410256410256,106.0126582278481,26.86,106.0126582278481
2024-06-22,25.09,93.0,41.78,2.12,35.39,Indore,41.81666666666667,93.0,51.980000000000004,101.2506329113924,35.39,101.2506329113924
2024-06-23,29.22,72.27,44.57,1.99,53.18,Indore,48.7,72.27,55.48538461538462,99.45555555555555,53.18,99.45555555555555
2024-06-25,33.42,70.4,49.68,2.71,46.65,Indore,55.088965517241384,70.4,61.905641025641025,108.64430379746835,46.65,108.64430379746835
2024-06-27,16.46,56.65,38.49,1.7,40.71,Indore,27.433333333333337,56.65,48.112500000000004,83.66666666666666,40.71,83.66666666666666
2024-06-29,16.63,46.69,35.39,1.6,28.45,Indore,27.716666666666665,46.69,44.2375,78.22222222222223,28.45,78.22222222222223
2024-06-30,15.92,47.63,36.39,1.68,26.91,Indore,26.533333333333335,47.63,45.4875,82.57777777777777,26.91,82.57777777777777
2024-07-01,15.78,48.29,36.57,1.66,27.36,Indore,26.3,48.29,45.7125,81.48888888888888,27.36,81.48888888888888
2024-07-02,20.2,58.11,36.41,1.44,31.4,Indore,33.666666666666664,58.11,45.512499999999996,69.5111111111111,31.4,69.5111111111111
2024-07-03,23.85,74.67,36.29,1.26,28.0,Indore,39.75000000000001,74.67,45.3625,59.71111111111111,28.0,74.67
2024-07-04,23.09,72.75,31.07,1.4,27.19,Indore,38.483333333333334,72.75,38.8375,67.33333333333333,27.19,72.75
2024-07-05,21.52,62.98,31.83,1.14,25.99,Indore,35.86666666666667,62.98,39.787499999999994,53.17777777777777,25.99,62.98
2024-07-06,23.55,80.53,34.7,1.71,29.37,Indore,39.25,80.53,43.375,84.21111111111111,29.37,84.21111111111111
2024-07-09,34.15,81.81,45.18,1.77,29.64,Indore,56.32241379310344,81.81,56.25179487179487,87.47777777777777,29.64,87.47777777777777
2024-07-10,26.25,73.61,35.87,1.53,29.76,Indore,43.75,73.61,44.8375,74.41111111111111,29.76,74.41111111111111
2024-07-11,15.0,57.31,34.82,1.41,33.46,Indore,25.0,57.31,43.525,67.87777777777777,33.46,67.87777777777777
2024-07-12,15.94,48.46,36.92,1.78,27.44,Indore,26.566666666666666,48.46,46.150000000000006,88.02222222222223,27.44,88.02222222222223
2024-07-13,13.43,46.65,34.17,1.19,30.05,Indore,22.383333333333333,46.65,42.712500000000006,55.89999999999999,30.05,55.89999999999999
2024-07-15,22.53,46.71,44.81,1.58,35.27,Indore,37.550000000000004,46.71,55.78692307692308,77.13333333333334,35.27,77.13333333333334
2024-07-17,26.06,53.77,39.77,1.62,28.47,Indore,43.43333333333333,53.77,49.712500000000006,79.31111111111112,28.47,79.31111111111112
2024-07-18,20.04,53.85,39.45,1.81,35.96,Indore,33.4,53.85,49.3125,89.65555555555557,35.96,89.65555555555557
2024-07-19,11.72,34.78,36.94,1.12,33.94,Indore,19.533333333333335,34.78,46.175,52.08888888888889,33.94,52.08888888888889
2024-07-20,13.65,38.42,34.95,1.35,35.0,Indore,22.75,38.42,43.6875,64.61111111111111,35.0,64.61111111111111
2024-07-21,17.12,27.94,38.79,1.26,22.72,Indore,28.533333333333335,27.94,48.4875,59.71111111111111,22.72,59.71111111111111
2024-07-22,17.51,43.72,34.5,1.42,24.67,Indore,29.183333333333337,43.72,43.125,68.42222222222222,24.67,68.42222222222222
2024-07-23,17.74,39.14,29.21,1.4,24.0,Indore,29.566666666666666,39.14,36.5125,67.33333333333333,24.0,67.33333333333333
2024-07-24,17.7,38.93,25.51,1.35,24.92,Indore,29.5,38.93,31.887500000000003,64.61111111111111,24.92,64.61111111111111
2024-07-25,21.74,47.76,28.51,1.4,24.67,Indore,36.233333333333334,47.76,35.6375,67.33333333333333,24.67,67.33333333333333
2024-07-26,23.66,52.97,29.22,1.52,21.36,Indore,39.43333333333334,52.97,36.525,73.86666666666666,21.36,73.86666666666666
2024-07-27,25.72,54.88,28.4,1.73,22.81,Indore,42.86666666666667,54.88,35.5,85.3,22.81,85.3
2024-07-28,27.92,47.39,30.38,1.61,24.6,Indore,46.53333333333334,47.39,37.975,78.76666666666667,24.6,78.76666666666667
2024-07-29,24.57,40.95,28.28,1.5,26.89,Indore,40.95,40.95,35.35,72.77777777777777,26.89,72.77777777777777
2024-07-30,26.45,61.91,31.05,1.54,27.69,Indore,44.083333333333336,61.91,38.8125,74.95555555555555,27.69,74.95555555555555
2024-07-31,34.31,88.86,29.32,1.48,26.66,Indore,56.59275862068966,88.86,36.65,71.68888888888888,26.66,88.86
2024-08-01,23.94,54.34,29.06,1.2,25.06,Indore,39.900000000000006,54.34,36.324999999999996,56.444444444444436,25.06,56.444444444444436
2024-08-02,19.91,38.52,23.86,1.31,23.16,Indore,33.18333333333334,38.52,29.825,62.43333333333333,23.16,62.43333333333333
2024-08-03,16.62,29.88,24.39,1.57,20.27,Indore,27.700000000000003,29.88,30.4875,76.58888888888889,20.27,76.58888888888889
2024-08-04,18.92,36.09,26.84,1.14,21.92,Indore,31.53333333333334,36.09,33.55,53.17777777777777,21.92,53.17777777777777
2024-08-05,18.36,45.98,24.71,0.97,24.34,Indore,30.6,45.98,30.887500000000003,48.5,24.34,48.5
2024-08-06,23.88,67.01,26.98,0.86,24.72,Indore,39.8,67.01,33.725,43.0,24.72,67.01
2024-08-07,24.55,74.19,33.66,0.78,25.61,Indore,40.91666666666667,74.19,42.074999999999996,39.0,25.61,74.19
2024-08-08,29.71,77.68,37.77,0.81,23.42,Indore,49.51666666666667,77.68,47.212500000000006,40.5,23.42,77.68
2024-08-09,29.41,56.85,38.02,0.79,25.1,Indore,49.016666666666666,56.85,47.525000000000006,39.5,25.1,56.85
2024-08-10,26.03,48.14,35.51,0.91,20.05,Indore,43.38333333333334,48.14,44.387499999999996,45.5,20.05,48.14
2024-08-12,23.1,54.97,32.82,0.83,26.14,Indore,38.50000000000001,54.97,41.025,41.5,26.14,54.97
2024-08-13,24.5,67.08,38.76,0.89,20.58,Indore,40.833333333333336,67.08,48.449999999999996,44.5,20.58,67.08
2024-08-18,35.39,108.33,39.9,0.92,24.88,Indore,58.41758620689655,105.87026845637584,49.875,46.0,24.88,105.87026845637584
2024-08-19,36.9,101.02,38.62,1.31,32.64,Indore,60.96896551724138,101.01328859060402,48.275,62.43333333333333,32.64,101.01328859060402
2024-08-20,33.71,75.73,39.82,1.19,32.34,Indore,55.57896551724138,75.73,49.775,55.89999999999999,32.34,75.73
2024-08-21,27.86,57.83,39.75,1.34,31.31,Indore,46.43333333333334,57.83,49.6875,64.06666666666666,31.31,64.06666666666666
2024-08-24,19.19,42.39,34.28,1.3,30.97,Indore,31.983333333333338,42.39,42.85,61.888888888888886,30.97,61.888888888888886
2024-08-25,13.48,25.91,33.75,0.79,36.17,Indore,22.46666666666667,25.91,42.1875,39.5,36.17,42.1875
2024-08-26,10.85,23.76,28.74,0.87,33.29,Indore,18.083333333333332,23.76,35.925,43.5,33.29,43.5
2024-08-27,18.17,45.96,31.85,1.0,30.82,Indore,30.28333333333334,45.96,39.8125,50.0,30.82,50.0
2024-08-28,15.03,40.83,29.53,0.92,29.21,Indore,25.05,40.83,36.9125,46.0,29.21,46.0
2024-08-29,17.6,64.62,30.27,0.85,28.76,Indore,29.333333333333336,64.62,37.8375,42.5,28.76,64.62
2024-08-30,23.82,71.01,41.26,0.87,26.89,Indore,39.7,71.01,51.32666666666666,43.5,26.89,71.01
2024-09-01,21.1,48.0,34.53,1.45,32.97,Indore,35.16666666666667,48.0,43.1625,70.05555555555554,32.97,70.05555555555554
2024-09-02,23.47,43.12,34.02,1.22,29.61,Indore,39.11666666666667,43.12,42.525000000000006,57.53333333333333,29.61,57.53333333333333
2024-09-03,23.72,48.44,35.08,1.26,27.8,Indore,39.53333333333333,48.44,43.849999999999994,59.71111111111111,27.8,59.71111111111111
2024-09-05,33.3,88.59,36.98,0.88,32.57,Indore,54.88620689655172,88.59,46.224999999999994,44.0,32.57,88.59
2024-09-06,22.85,54.91,36.33,0.98,31.92,Indore,38.083333333333336,54.91,45.412499999999994,49.0,31.92,54.91
2024-09-07,29.02,74.17,36.13,0.87,33.6,Indore,48.36666666666667,74.17,45.1625,43.5,33.6,74.17
2024-09-08,22.76,49.52,34.66,0.74,35.63,Indore,37.93333333333334,49.52,43.324999999999996,37.0,35.63,49.52
2024-09-09,21.41,69.89,35.59,0.86,31.45,Indore,35.68333333333334,69.89,44.487500000000004,43.0,31.45,69.89
2024-09-11,27.54,56.02,34.99,1.18,32.62,Indore,45.9,56.02,43.737500000000004,55.35555555555555,32.62,56.02
2024-09-12,35.42,92.44,37.47,0.82,36.34,Indore,58.46827586206897,92.44,46.8375,41.0,36.34,92.44
2024-09-15,20.53,67.39,41.57,0.85,37.03,Indore,34.21666666666667,67.39,51.716153846153844,42.5,37.03,67.39
2024-09-16,32.03,94.97,44.68,0.8,40.71,Indore,52.740344827586206,94.97,55.62358974358975,40.0,40.71,94.97
2024-09-17,28.4,90.65,41.1,0.88,45.25,Indore,47.333333333333336,90.65,51.12564102564103,44.0,45.25,90.65
2024-09-18,29.35,82.52,50.6,1.21,38.15,Indore,48.91666666666667,82.52,63.06153846153846,56.98888888888888,38.15,82.52
